[2024-06-14T22:00:13.902Z] debug: 	Saved 2 profiles, took: 10.18ms
[2024-06-15T16:27:00.289Z] debug: 	Splitting map: bigmap wave: 24 with 4 bots
[2024-06-15T16:27:00.289Z] debug: 	Splitting map: Lighthouse wave: 3 with 4 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Shoreline wave: 16 with 4 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Shoreline wave: 27 with 5 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Shoreline wave: 32 with 5 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Shoreline wave: 37 with 6 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Shoreline wave: 43 with 6 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Woods wave: 15 with 4 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Woods wave: 19 with 4 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Woods wave: 23 with 4 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Woods wave: 27 with 5 bots
[2024-06-15T16:27:00.290Z] debug: 	Splitting map: Woods wave: 32 with 4 bots
[2024-06-15T16:27:00.293Z] debug: 	Profile made with: 3.8.3 (29197)
[2024-06-15T16:27:00.293Z] debug: 	Server version: 3.8.3 01783e295be916352ccb1078cf8351b273610c8e
[2024-06-15T16:27:00.293Z] debug: 	Debug enabled: false
[2024-06-15T16:27:00.293Z] debug: 	Mods enabled: true
[2024-06-15T16:27:00.336Z] info: 	[Requête Client] /client/menu/locale/en
[2024-06-15T16:27:00.399Z] info: 	[Requête Client] /client/game/version/validate
[2024-06-15T16:27:00.456Z] info: 	[Requête Client] /client/languages
[2024-06-15T16:27:00.494Z] info: 	[Requête Client] /client/game/config
[2024-06-15T16:27:01.061Z] debug: 	Saved 2 profiles, took: 8.65ms
[2024-06-15T16:27:03.246Z] info: 	[Requête Client] /client/items
[2024-06-15T16:27:03.294Z] info: 	SWAG: Vanilla spawn systems disabled
[2024-06-15T16:27:09.017Z] info: 	[Requête Client] /client/customization
[2024-06-15T16:27:09.181Z] info: 	[Requête Client] /client/globals
[2024-06-15T16:27:09.769Z] info: 	[Requête Client] /client/trading/api/traderSettings
[2024-06-15T16:27:09.820Z] info: 	[Requête Client] /client/settings
[2024-06-15T16:27:09.871Z] info: 	[Requête Client] /client/game/profile/list
[2024-06-15T16:27:10.221Z] info: 	[Requête Client] /client/game/profile/select
[2024-06-15T16:27:10.277Z] info: 	[Requête Client] /MoreCheckmarksRoutes/quests
[2024-06-15T16:27:10.277Z] info: 	MoreCheckmarks making quest data request
[2024-06-15T16:27:10.278Z] info: 	Got quests
[2024-06-15T16:27:10.448Z] info: 	[Requête Client] /MoreCheckmarksRoutes/assorts
[2024-06-15T16:27:10.448Z] info: 	MoreCheckmarks making trader assort data request
[2024-06-15T16:27:10.601Z] info: 	[Requête Client] /MoreCheckmarksRoutes/productions
[2024-06-15T16:27:10.602Z] info: 	MoreCheckmarks making productions request
[2024-06-15T16:27:10.620Z] info: 	[Requête Client] /client/profile/status
[2024-06-15T16:27:10.692Z] info: 	[Requête Client] /client/weather
[2024-06-15T16:27:10.693Z] info: 	[Requête Client] /client/locale/en
[2024-06-15T16:27:10.723Z] info: 	[Requête Client] /client/locations
[2024-06-15T16:27:10.723Z] debug: 	Map: base has no base json file, skipping generation
[2024-06-15T16:27:10.734Z] warn: 	SWAG: Configured boss spawns for map bigmap
[2024-06-15T16:27:10.734Z] warn: 	SWAG: Configured boss spawns for map factory4_day
[2024-06-15T16:27:10.735Z] warn: 	SWAG: Configured boss spawns for map factory4_night
[2024-06-15T16:27:10.735Z] warn: 	SWAG: Configured boss spawns for map interchange
[2024-06-15T16:27:10.735Z] warn: 	SWAG: Configured boss spawns for map laboratory
[2024-06-15T16:27:10.735Z] warn: 	SWAG: Configured boss spawns for map lighthouse
[2024-06-15T16:27:10.736Z] warn: 	SWAG: Configured boss spawns for map rezervbase
[2024-06-15T16:27:10.736Z] warn: 	SWAG: Configured boss spawns for map shoreline
[2024-06-15T16:27:10.736Z] warn: 	SWAG: Configured boss spawns for map tarkovstreets
[2024-06-15T16:27:10.736Z] warn: 	SWAG: Configured boss spawns for map woods
[2024-06-15T16:27:10.736Z] warn: 	SWAG: Configured boss spawns for map sandbox
[2024-06-15T16:27:10.736Z] debug: 	Map: base has no base json file, skipping generation
[2024-06-15T16:27:11.627Z] info: 	[Requête Client] /client/handbook/templates
[2024-06-15T16:27:11.783Z] info: 	[Requête Client] /singleplayer/log
[2024-06-15T16:27:11.784Z] info: 	[Questing Bots] Validated all quest files
[2024-06-15T16:27:13.029Z] info: 	[Requête Client] /client/hideout/areas
[2024-06-15T16:27:13.170Z] info: 	[Requête Client] /client/hideout/qte/list
[2024-06-15T16:27:13.226Z] info: 	[Requête Client] /client/hideout/settings
[2024-06-15T16:27:13.276Z] info: 	[Requête Client] /client/hideout/production/recipes
[2024-06-15T16:27:13.378Z] info: 	[Requête Client] /client/hideout/production/scavcase/recipes
[2024-06-15T16:27:13.429Z] info: 	[Requête Client] /client/builds/list
[2024-06-15T16:27:14.790Z] info: 	[Requête Client] /singleplayer/log
[2024-06-15T16:27:14.791Z] debug: 	[Aki.Core] 1077896
[2024-06-15T16:27:14.792Z] info: 	[Requête Client] /singleplayer/log
[2024-06-15T16:27:14.792Z] debug: 	[Aki.Core] 1498960
[2024-06-15T16:27:14.793Z] info: 	[Requête Client] /singleplayer/log
[2024-06-15T16:27:14.793Z] debug: 	[Aki.Core] 0
[2024-06-15T16:27:14.795Z] info: 	[Requête Client] /singleplayer/log
[2024-06-15T16:27:14.795Z] debug: 	[Aki.Core] 1077896
[2024-06-15T16:27:14.796Z] info: 	[Requête Client] /singleplayer/log
[2024-06-15T16:27:14.796Z] debug: 	[Aki.Core] 1498960
[2024-06-15T16:27:14.797Z] info: 	[Requête Client] /singleplayer/log
[2024-06-15T16:27:14.798Z] debug: 	[Aki.Core] 0
[2024-06-15T16:27:16.120Z] info: 	[Requête Client] /client/notifier/channel/create
[2024-06-15T16:27:16.121Z] info: 	[Requête Client] /client/profile/status
[2024-06-15T16:27:16.122Z] info: 	[Requête Client] /client/trading/customization/storage
[2024-06-15T16:27:16.171Z] info: 	[WS] joueur: Zoinzizoin (666c649000017156028c2690) est connecté
[2024-06-15T16:27:16.189Z] info: 	[Requête Client] /client/server/list
[2024-06-15T16:27:16.190Z] info: 	[Requête Client] /client/match/group/current
[2024-06-15T16:27:16.191Z] info: 	[Requête Client] /client/friend/list
[2024-06-15T16:27:16.192Z] info: 	[Requête Client] /client/friend/request/list/inbox
[2024-06-15T16:27:16.193Z] info: 	[Requête Client] /client/mail/dialog/list
[2024-06-15T16:27:16.194Z] info: 	[Requête Client] /client/friend/request/list/outbox
[2024-06-15T16:27:16.195Z] info: 	[Requête Client] /client/quest/list
[2024-06-15T16:27:16.352Z] info: 	[Requête Client] /client/repeatalbeQuests/activityPeriods
[2024-06-15T16:27:16.352Z] debug: 	[Quest Check] Daily quests are still valid.
[2024-06-15T16:27:16.415Z] info: 	[Requête Client] /client/achievement/statistic
[2024-06-15T16:27:16.463Z] info: 	[Requête Client] /client/achievement/list
[2024-06-15T16:27:21.094Z] debug: 	Saved 2 profiles, took: 8.39ms
[2024-06-15T16:27:34.369Z] info: 	[Requête Client] /client/checkVersion
[2024-06-15T16:27:36.392Z] info: 	[Requête Client] /client/game/logout
[2024-06-15T16:27:36.403Z] debug: 	Saved 2 profiles, took: 11.38ms
[2024-06-15T16:27:37.433Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-15T16:27:37.435Z] info: 	[Requête Client] /launcher/server/version
[2024-06-15T16:27:41.106Z] debug: 	Saved 2 profiles, took: 3.53ms
[2024-06-15T16:27:50.080Z] debug: 	Importing configs...
[2024-06-15T16:27:50.109Z] info: 	Commit hash: 01783e295be916352ccb1078cf8351b273610c8e
[2024-06-15T16:27:50.110Z] info: 	Build date: 1715594841109
[2024-06-15T16:27:50.133Z] info: 	ModLoader: Chargement des mods du serveur 21...
[2024-06-15T16:27:50.152Z] warn: 	Le mod ACOGforlife, SAMSWAT-OpticRework n'est pas compatible avec la version actuelle de SPT-AKI. Des erreurs peuvent survenir - aucun support ne sera fourni !
[2024-06-15T16:27:50.153Z] warn: 	Le mod SirTyler-BetterKeys n'est pas compatible avec la version actuelle de SPT-AKI. Des erreurs peuvent survenir - aucun support ne sera fourni !
[2024-06-15T16:27:50.154Z] warn: 	Le mod nooky and props-SWAG + DONUTS n'est pas compatible avec la version actuelle de SPT-AKI. Des erreurs peuvent survenir - aucun support ne sera fourni !
[2024-06-15T16:27:50.173Z] info: 	Mod : server version : 2.1.1 par : Fika est chargé
[2024-06-15T16:27:50.174Z] info: 	Mod : ReLooted version : 1.1.0 par : Leaves est chargé
[2024-06-15T16:27:50.174Z] info: 	Mod : loot_fuckery version : 1.0.0 par : leaves est chargé
[2024-06-15T16:27:50.176Z] info: 	Mod : OpticRework version : 1.2.2 par : ACOGforlife, SAMSWAT est chargé
[2024-06-15T16:27:50.176Z] info: 	Mod : Fontaine FOV Fix &amp; Variable Optics version : 2.0.0 par : Fontaine est chargé
[2024-06-15T16:27:50.177Z] info: 	Mod : uifixes version : 1.6.7 par : Tyfon est chargé
[2024-06-15T16:27:50.178Z] info: 	Mod : Expanded Task Text version : 1.5.1 par : Dirtbikercj est chargé
[2024-06-15T16:27:50.178Z] info: 	Mod : BetterKeys version : 1.2.4 par : SirTyler est chargé
[2024-06-15T16:27:50.179Z] info: 	Mod : MoreCheckmarksBackend version : 1.5.13 par : VIP est chargé
[2024-06-15T16:27:50.180Z] info: 	Mod : Artem Trader version : 1.6.2 par : Crackbone est chargé
[2024-06-15T16:27:50.181Z] info: 	Mod : Artem Equipment version : 1.6.2 par : Crackbone est chargé
[2024-06-15T16:27:50.182Z] info: 	Mod : Lotus version : 1.2.5 par : Lunnayaluna est chargé
[2024-06-15T16:27:50.183Z] info: 	Mod : Scorpion version : 0.9.0 par : acidphantasm est chargé
[2024-06-15T16:27:50.184Z] info: 	Mod : Virtuals Custom Quest Loader version : 2.0.1 par : Virtual est chargé
[2024-06-15T16:27:50.185Z] info: 	Mod : Softcore version : 2.1.1 par : ODT est chargé
[2024-06-15T16:27:50.186Z] info: 	Mod : SVM version : 1.8.3 par : GhostFenixx est chargé
[2024-06-15T16:27:50.192Z] info: 	Mod : AlgorithmicLevelProgression version : 5.0.0 par : DewardianDev est chargé
[2024-06-15T16:27:50.193Z] info: 	Mod : NoDiscardLimit version : 1.4.0 par : Skwizzy est chargé
[2024-06-15T16:27:50.194Z] info: 	Mod : SPTQuestingBots version : 0.6.1 par : DanW est chargé
[2024-06-15T16:27:50.194Z] info: 	Mod : SWAG + DONUTS version : 3.3.5 par : nooky and props est chargé
[2024-06-15T16:27:50.195Z] info: 	Mod : SAIN version : 2.3.0 par : zSolarint est chargé
[2024-06-15T16:27:50.257Z] info: 	Initializing Optic Rework... 
[2024-06-15T16:27:50.291Z] debug: 	[AAAArtemTrader] preAki Loading... 
[2024-06-15T16:27:50.291Z] debug: 	[AAAArtemTrader] preAki Loaded
[2024-06-15T16:27:50.302Z] debug: 	[Lotus] preAki Loading... 
[2024-06-15T16:27:50.302Z] debug: 	[Lotus] preAki Loaded
[2024-06-15T16:27:50.387Z] info: 	Serveur : exécution des rappels de démarrage...
[2024-06-15T16:27:50.387Z] debug: 	OS: x64 | Windows 11 Pro | win32
[2024-06-15T16:27:50.388Z] debug: 	CPU: AMD Ryzen 5 5600X 6-Core Processor              cores: 12
[2024-06-15T16:27:50.388Z] debug: 	RAM: 15.93GB
[2024-06-15T16:27:50.388Z] debug: 	PATH: RDpcR2FtZXNcR1BUU1RcU1BUQVJLT1ZcQWtpLlNlcnZlci5leGU=
[2024-06-15T16:27:50.388Z] debug: 	PATH: RDpcR2FtZXNcR1BUU1RcU1BUQVJLT1ZcQWtpLlNlcnZlci5leGU=
[2024-06-15T16:27:50.388Z] debug: 	Server: 3.8.3
[2024-06-15T16:27:50.388Z] debug: 	Date: 1715594841109
[2024-06-15T16:27:50.388Z] debug: 	Commit: 01783e295be916352ccb1078cf8351b273610c8e
[2024-06-15T16:27:50.389Z] info: 	Importation de la base de données...
[2024-06-15T16:27:50.509Z] debug: 	Validation échouée pour le fichier : Aki_Data/Server/database/locales/server/fr.json
[2024-06-15T16:27:52.901Z] info: 	Importation de la base de données terminée.
[2024-06-15T16:27:54.264Z] info: 	   Loaded: BetterKeys-bigmap
[2024-06-15T16:27:54.278Z] info: 	   Loaded: BetterKeys-factory4
[2024-06-15T16:27:54.340Z] info: 	   Loaded: BetterKeys-Interchange
[2024-06-15T16:27:54.388Z] info: 	   Loaded: BetterKeys-laboratory
[2024-06-15T16:27:54.446Z] info: 	   Loaded: BetterKeys-Lighthouse
[2024-06-15T16:27:54.569Z] info: 	   Loaded: BetterKeys-RezervBase
[2024-06-15T16:27:54.714Z] info: 	   Loaded: BetterKeys-Shoreline
[2024-06-15T16:27:54.727Z] info: 	   Loaded: BetterKeys-Woods
[2024-06-15T16:27:54.822Z] info: 	   Loaded: BetterKeys-TarkovStreets
[2024-06-15T16:27:54.823Z] debug: 	[AAAArtemTrader] postDb Loading... 
[2024-06-15T16:27:54.825Z] debug: 	[AAAArtemTrader] postDb Loaded
[2024-06-15T16:27:54.835Z] info: 	Loading: Artem Equipment
[2024-06-15T16:27:54.835Z] debug: 	Item "ARTEM_GASMASK1" created as a clone of 5b432c305acfc40019478128 and added to database.
[2024-06-15T16:27:54.835Z] debug: 	Item "ARTEM_GASMASK1" added to handbook with price 1953
[2024-06-15T16:27:54.848Z] debug: 	Item "ARTEM_GHOSTMASK" created as a clone of 572b7fa524597762b747ce82 and added to database.
[2024-06-15T16:27:54.848Z] debug: 	Item "ARTEM_GHOSTMASK" added to handbook with price 1042
[2024-06-15T16:27:54.854Z] debug: 	Item "ARTEM_GHOSTMASKB" created as a clone of 572b7fa524597762b747ce82 and added to database.
[2024-06-15T16:27:54.854Z] debug: 	Item "ARTEM_GHOSTMASKB" added to handbook with price 1042
[2024-06-15T16:27:54.861Z] debug: 	Item "ARTEM_GHOSTMASKR" created as a clone of 572b7fa524597762b747ce82 and added to database.
[2024-06-15T16:27:54.861Z] debug: 	Item "ARTEM_GHOSTMASKR" added to handbook with price 1042
[2024-06-15T16:27:54.864Z] debug: 	Item "ARTEM_NIKOMASK" created as a clone of 572b7fa524597762b747ce82 and added to database.
[2024-06-15T16:27:54.864Z] debug: 	Item "ARTEM_NIKOMASK" added to handbook with price 1042
[2024-06-15T16:27:54.866Z] debug: 	Item "ARTEM_BALLISTICMASK" created as a clone of 572b7fa524597762b747ce82 and added to database.
[2024-06-15T16:27:54.866Z] debug: 	Item "ARTEM_BALLISTICMASK" added to handbook with price 65969
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_BALLISTICMASK2" created and added to database.
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_BALLISTICMASK2" added to handbook with price 65969
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_BOXMEDICAL" created and added to database.
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_BOXMEDICAL" added to handbook with price 252172
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_BOXITEM" created and added to database.
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_BOXITEM" added to handbook with price 19528580
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_TACHELMET2" created and added to database.
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_TACHELMET2" added to handbook with price 41200
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_TACHELMET3" created and added to database.
[2024-06-15T16:27:54.868Z] debug: 	Item "ARTEM_TACHELMET3" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET5" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET5" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET6" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET6" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET8" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET8" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET10" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET10" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET11" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET11" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET12" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET12" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET13" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET13" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET16" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET16" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET18" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET18" added to handbook with price 41200
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET20" created and added to database.
[2024-06-15T16:27:54.869Z] debug: 	Item "ARTEM_TACHELMET20" added to handbook with price 41200
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST1" created and added to database.
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST1" added to handbook with price 102200
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_VEST3" created and added to database.
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_VEST3" added to handbook with price 102200
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST4" created and added to database.
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST4" added to handbook with price 102200
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST5" created and added to database.
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST5" added to handbook with price 102200
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST6" created and added to database.
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST6" added to handbook with price 102200
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST7" created and added to database.
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST7" added to handbook with price 102200
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST8" created and added to database.
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_TACVEST8" added to handbook with price 102200
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_WHITEGPNVG18" created as a clone of 5c0558060db834001b735271 and added to database.
[2024-06-15T16:27:54.870Z] debug: 	Item "ARTEM_WHITEGPNVG18" added to handbook with price 90000
[2024-06-15T16:27:54.874Z] debug: 	Item "ARTEM_ODGPNVG" created as a clone of 5c0558060db834001b735271 and added to database.
[2024-06-15T16:27:54.874Z] debug: 	Item "ARTEM_ODGPNVG" added to handbook with price 90000
[2024-06-15T16:27:54.882Z] debug: 	Item "ARTEM_BLACKGPNVG" created as a clone of 5c0558060db834001b735271 and added to database.
[2024-06-15T16:27:54.882Z] debug: 	Item "ARTEM_BLACKGPNVG" added to handbook with price 90000
[2024-06-15T16:27:54.891Z] debug: 	AAArtemEquipment items and handbook finished
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_GASMASK1
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_GHOSTMASK
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_GHOSTMASKB
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_GHOSTMASKR
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_NIKOMASK
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_BALLISTICMASK
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_BALLISTICMASK2
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_BOXMEDICAL
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_BOXITEM
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_TACHELMET2
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_TACHELMET3
[2024-06-15T16:27:54.891Z] debug: 	addToFilters: ARTEM_TACHELMET5
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACHELMET6
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACHELMET8
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACHELMET10
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACHELMET11
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACHELMET12
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACHELMET13
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACHELMET16
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACHELMET18
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACHELMET20
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACVEST1
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_VEST3
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACVEST4
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACVEST5
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACVEST6
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACVEST7
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_TACVEST8
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_WHITEGPNVG18
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_ODGPNVG
[2024-06-15T16:27:54.892Z] debug: 	addToFilters: ARTEM_BLACKGPNVG
[2024-06-15T16:27:54.892Z] debug: 	AAArtemEquipment item filters finished
[2024-06-15T16:27:54.892Z] debug: 	AAArtemEquipment clothing finished
[2024-06-15T16:27:54.892Z] debug: 	AAArtemEquipment presets finished
[2024-06-15T16:27:54.893Z] debug: 	AAArtemEquipment traders finished
[2024-06-15T16:27:54.893Z] debug: 	AAArtemEquipment mastery finished
[2024-06-15T16:27:54.893Z] debug: 	[Lotus] postDb Loading... 
[2024-06-15T16:27:54.904Z] debug: 	[Lotus] postDb Loaded
[2024-06-15T16:27:54.906Z] debug: 	[acidphantasm-scorpion] loaded... 
[2024-06-15T16:27:54.919Z] succ: 	[VCQL] Loaded 269 custom quests.
[2024-06-15T16:27:54.919Z] succ: 	[VCQL] 0 custom quests were pruned due to date settings.
[2024-06-15T16:27:54.934Z] succ: 	[VCQL] Loaded 136 custom quest images.
[2024-06-15T16:27:54.935Z] succ: 	[VCQL] Loaded 0 custom trader images.
[2024-06-15T16:27:55.104Z] info: 	SVM: Custom Properties enabled
[2024-06-15T16:27:55.105Z] info: 	5d02797c86f774203f38e30a,effects_damage,DestroyedPart,healthPenaltyMin,100
[2024-06-15T16:27:55.106Z] info: 	5d02797c86f774203f38e30a,effects_damage,DestroyedPart,healthPenaltyMax,100
[2024-06-15T16:27:55.106Z] info: 	5d02797c86f774203f38e30a,MaxHpResource,40
[2024-06-15T16:27:55.106Z] info: 	5d02797c86f774203f38e30a,medUseTime,4
[2024-06-15T16:27:55.106Z] info: 	5d02778e86f774203e7dedbe,effects_damage,DestroyedPart,healthPenaltyMin,100
[2024-06-15T16:27:55.107Z] info: 	5d02778e86f774203e7dedbe,effects_damage,DestroyedPart,healthPenaltyMax,100
[2024-06-15T16:27:55.107Z] info: 	5d02778e86f774203e7dedbe,MaxHpResource,25
[2024-06-15T16:27:55.107Z] info: 	5d02778e86f774203e7dedbe,medUseTime,6
[2024-06-15T16:27:55.107Z] info: 	
[2024-06-15T16:27:55.107Z] info: 	544fb3364bdc2d34748b456a,medUseTime,2.5
[2024-06-15T16:27:55.108Z] info: 	
[2024-06-15T16:27:55.108Z] info: 	5656eb674bdc2d35148b457c,StackMaxSize,100
[2024-06-15T16:27:55.108Z] info: 	5ede474b0c226a66f5402622,StackMaxSize,100
[2024-06-15T16:27:55.108Z] info: 	5ede475b549eed7c6d5c18fb,StackMaxSize,100
[2024-06-15T16:27:55.108Z] info: 	5f0c892565703e5c461894e9,StackMaxSize,100
[2024-06-15T16:27:55.108Z] info: 	5ede4739e0350d05467f73e8,StackMaxSize,100
[2024-06-15T16:27:55.109Z] info: 	5ede47405b097655935d7d16,StackMaxSize,100
[2024-06-15T16:27:55.109Z] info: 	5ede475339ee016e8c534742,StackMaxSize,100
[2024-06-15T16:27:55.109Z] info: 	
[2024-06-15T16:27:55.109Z] info: 	544fb25a4bdc2dfb738b4567,StackMaxSize,69
[2024-06-15T16:27:55.109Z] info: 	5e831507ea0a7c419c2f9bd9,StackMaxSize,69
[2024-06-15T16:27:55.109Z] info: 	544fb3364bdc2d34748b456a,StackMaxSize,69
[2024-06-15T16:27:55.110Z] info: 	60098af40accd37ef2175f27,StackMaxSize,69
[2024-06-15T16:27:55.110Z] info: 	
[2024-06-15T16:27:55.110Z] info: 	590c657e86f77412b013051d,MaxHpResource,5000
[2024-06-15T16:27:55.110Z] info: 	
[2024-06-15T16:27:55.110Z] info: 	590c678286f77426c9660122,MaxHpResource,600
[2024-06-15T16:27:55.110Z] info: 	60098ad7c2240c0fe85c570a,MaxHpResource,700
[2024-06-15T16:27:55.110Z] info: 	544fb45d4bdc2dee738b4568,MaxHpResource,800
[2024-06-15T16:27:55.111Z] info: 	590c661e86f7741e566b646a,MaxHpResource,420
[2024-06-15T16:27:55.111Z] info: 	5755356824597772cb798962,MaxHpResource,369
[2024-06-15T16:27:55.111Z] info: 	
[2024-06-15T16:27:55.111Z] info: 	544fb3f34bdc2d03748b456a,StackMaxSize,69
[2024-06-15T16:27:55.111Z] info: 	637b620db7afa97bfc3d7009,StackMaxSize,69
[2024-06-15T16:27:55.111Z] info: 	5ed515e03a40a50460332579,StackMaxSize,69
[2024-06-15T16:27:55.112Z] info: 	5c0e530286f7747fa1419862,StackMaxSize,69
[2024-06-15T16:27:55.112Z] info: 	5fca138c2a7b221b2852a5c6,StackMaxSize,69
[2024-06-15T16:27:55.112Z] info: 	5ed51652f6c34d2cc26336a1,StackMaxSize,69
[2024-06-15T16:27:55.112Z] info: 	637b6251104668754b72f8f9,StackMaxSize,69
[2024-06-15T16:27:55.112Z] info: 	637b612fb7afa97bfc3d7005,StackMaxSize,69
[2024-06-15T16:27:55.112Z] info: 	5fca13ca637ee0341a484f46,StackMaxSize,69
[2024-06-15T16:27:55.112Z] info: 	637b6179104668754b72f8f5,StackMaxSize,69
[2024-06-15T16:27:55.113Z] info: 	5ed515ece452db0eb56fc028,StackMaxSize,69
[2024-06-15T16:27:55.113Z] info: 	5c10c8fd86f7743d7d706df3,StackMaxSize,69
[2024-06-15T16:27:55.113Z] info: 	5ed5166ad380ab312177c100,StackMaxSize,69
[2024-06-15T16:27:55.113Z] info: 	5c0e531286f7747fa54205c2,StackMaxSize,69
